Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
Closed,1144,Low,Email,Pricing and licensing,1st line support,Nicola Wane,1/17/2023 23:24,1/19/2023 23:24,1/18/2023 0:24,24:44.9,Within SLA,49:55.2,Within SLA,50:18.5,9,4,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1145,Medium,Email,Product setup,1st line support,Nicola Wane,1/17/2023 15:52,1/19/2023 15:52,1/17/2023 16:52,29:17.4,Within SLA,55:59.1,Within SLA,,1,,Ready to use Software,Tier 1,France,48.864716,2.349014
Closed,1146,Low,Email,Pricing and licensing,2nd line support,Adolpho Messingham,1/18/2023 2:02,1/20/2023 2:02,1/18/2023 3:02,41:38.0,Within SLA,13:39.4,Within SLA,16:40.9,8,3,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Closed,1147,Low,Email,Product setup,1st line support,Sheela Cutten,1/18/2023 10:59,1/20/2023 10:59,1/18/2023 11:59,43:11.4,SLA Violated,48:34.1,Within SLA,10:24.5,1,3,Custom software development,Tier 1,Germany,51.165691,10.451526
Closed,1148,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,1/18/2023 8:59,1/20/2023 8:59,1/18/2023 9:59,18:42.8,Within SLA,42:49.5,Within SLA,37:03.5,4,3,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,1149,Low,Phone,Feature request,1st line support,Sheela Cutten,1/18/2023 2:50,1/20/2023 2:50,1/18/2023 2:52,52:09.0,Within SLA,,SLA Violated,,1,,Custom software development,Tier 1,Italy,43.036776,12.678565
Closed,1150,Low,Email,Purchasing and invoicing,1st line support,Kristos Westoll,1/18/2023 3:19,1/20/2023 3:19,1/18/2023 4:19,37:53.1,Within SLA,11:34.8,Within SLA,52:10.4,3,1,Other,Tier 1,Slovenia,46.1491664,14.9860106
Closed,1151,High,Chat,Product setup,1st line support,Nicola Wane,1/18/2023 6:48,1/19/2023 6:48,1/18/2023 6:50,50:21.6,Within SLA,03:40.9,Within SLA,03:47.6,7,2,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1152,Medium,Phone,Pricing and licensing,2nd line support,Adolpho Messingham,1/18/2023 1:34,1/20/2023 1:34,1/18/2023 1:36,56:45.3,SLA Violated,22:04.7,Within SLA,40:20.7,4,3,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039
Closed,1153,Medium,Chat,Purchasing and invoicing,2nd line support,Michele Whyatt,1/18/2023 2:18,1/19/2023 2:18,1/18/2023 2:20,20:37.8,Within SLA,48:35.4,Within SLA,17:08.4,6,4,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Resolved,1154,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,1/18/2023 7:25,1/20/2023 7:25,1/18/2023 8:25,25:00.1,Within SLA,14:33.2,Within SLA,,2,,Other,Tier 1,Italy,43.036776,12.678565
Closed,1155,Medium,Chat,Feature request,2nd line support,Michele Whyatt,1/18/2023 15:27,1/19/2023 15:27,1/18/2023 15:29,27:12.4,Within SLA,11:08.7,Within SLA,33:39.8,6,3,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,1156,Medium,Email,Other,2nd line support,Heather Urry,1/18/2023 4:20,1/20/2023 4:20,1/18/2023 5:20,08:17.7,Within SLA,09:36.7,Within SLA,,1,,Training and Consulting Services,Tier 2,France,48.864716,2.349014
Resolved,1157,Medium,Chat,Product setup,1st line support,Bernard Beckley,1/18/2023 22:25,1/19/2023 22:25,1/18/2023 22:27,26:19.8,Within SLA,42:59.0,Within SLA,,5,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Closed,1158,Medium,Chat,Product setup,1st line support,Kristos Westoll,1/18/2023 18:08,1/19/2023 18:08,1/18/2023 18:10,09:33.2,Within SLA,55:18.6,Within SLA,41:51.8,3,3,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,1159,Low,Chat,Product setup,2nd line support,Heather Urry,1/19/2023 19:54,1/20/2023 19:54,1/19/2023 19:56,57:47.9,SLA Violated,53:34.5,Within SLA,55:40.1,6,5,Training and Consulting Services,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,1160,Low,Chat,Pricing and licensing,2nd line support,Michele Whyatt,1/19/2023 9:56,1/20/2023 9:56,1/19/2023 9:58,58:31.8,Within SLA,24:38.9,Within SLA,,60,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
In progress,1161,Low,Email,Purchasing and invoicing,2nd line support,Michele Whyatt,1/19/2023 11:56,1/21/2023 11:56,1/19/2023 12:56,55:03.1,Within SLA,,SLA Violated,,2,,Other,Tier 2,Slovenia,46.1491664,14.9860106
Closed,1162,Medium,Email,Product setup,1st line support,Bernard Beckley,1/19/2023 1:28,1/21/2023 1:28,1/19/2023 2:28,41:57.3,Within SLA,50:02.5,Within SLA,04:00.7,8,5,Training and Consulting Services,Tier 1,France,48.864716,2.349014
Closed,1163,Low,Email,Product setup,1st line support,Kristos Westoll,1/19/2023 2:31,1/21/2023 2:31,1/19/2023 3:31,37:16.1,Within SLA,08:29.8,Within SLA,44:53.2,4,1,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,1164,Low,Chat,Product setup,1st line support,Sheela Cutten,1/19/2023 8:14,1/20/2023 8:14,1/19/2023 8:16,00:36.7,SLA Violated,09:18.8,Within SLA,57:25.5,5,5,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Resolved,1165,High,Chat,Product setup,1st line support,Connor Danielovitch,1/19/2023 2:00,1/20/2023 2:00,1/19/2023 2:02,01:24.2,Within SLA,02:44.0,SLA Violated,,4,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1166,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,1/19/2023 16:07,1/21/2023 16:07,1/19/2023 17:07,27:09.2,Within SLA,34:33.9,Within SLA,00:07.4,10,4,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Closed,1167,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,1/19/2023 4:01,1/20/2023 4:01,1/19/2023 4:03,02:30.3,Within SLA,21:53.1,Within SLA,09:55.5,3,3,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,1168,High,Email,Other,2nd line support,Michele Whyatt,1/19/2023 18:33,1/21/2023 18:33,1/19/2023 19:33,59:45.5,Within SLA,33:25.7,Within SLA,,5,,Other,Tier 2,Czech Republic,49.8037633,15.4749126
Closed,1169,Medium,Chat,Product setup,1st line support,Nicola Wane,1/19/2023 17:03,1/20/2023 17:03,1/19/2023 17:05,05:38.9,Within SLA,18:49.0,Within SLA,20:49.7,6,4,Custom software development,Tier 1,Poland,52.536273,19.050639
In progress,1170,Medium,Chat,Product setup,1st line support,Bernard Beckley,1/19/2023 2:59,1/20/2023 2:59,1/19/2023 3:01,01:25.5,Within SLA,,SLA Violated,,60,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
In progress,1171,High,Email,Feature request,2nd line support,Michele Whyatt,1/20/2023 8:12,1/22/2023 8:12,1/20/2023 9:12,23:09.6,SLA Violated,,SLA Violated,,2,,Other,Tier 2,Germany,51.165691,10.451526
In progress,1172,Low,Email,Purchasing and invoicing,1st line support,Kristos Westoll,1/20/2023 16:02,1/22/2023 16:02,1/20/2023 17:02,31:24.8,Within SLA,,SLA Violated,,6,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
In progress,1173,Low,Email,Product setup,1st line support,Nicola Wane,1/20/2023 18:26,1/22/2023 18:26,1/20/2023 19:26,51:24.3,Within SLA,,SLA Violated,,3,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1174,Low,Email,Product setup,1st line support,Bernard Beckley,1/20/2023 16:12,1/22/2023 16:12,1/20/2023 17:12,41:51.9,Within SLA,59:34.7,Within SLA,39:01.8,2,3,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Closed,1175,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,1/20/2023 18:26,1/22/2023 18:26,1/20/2023 19:26,47:31.1,Within SLA,12:24.8,SLA Violated,35:19.9,4,5,Other,Tier 1,Greece,39.368279,21.863141
In progress,1176,High,Chat,Bug report,2nd line support,Michele Whyatt,1/20/2023 12:41,1/21/2023 12:41,1/20/2023 12:43,42:08.0,Within SLA,,SLA Violated,,6,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
In progress,1177,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,1/20/2023 7:41,1/22/2023 7:41,1/20/2023 8:41,16:18.2,Within SLA,,SLA Violated,,10,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1178,High,Email,Other,1st line support,Nicola Wane,1/20/2023 9:35,1/22/2023 9:35,1/20/2023 10:35,49:59.6,Within SLA,18:23.1,Within SLA,,1,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,1179,Low,Email,Product setup,2nd line support,Adolpho Messingham,1/20/2023 15:19,1/22/2023 15:19,1/20/2023 16:19,54:48.0,Within SLA,31:25.6,Within SLA,11:32.3,1,5,Custom software development,Tier 2,Slovenia,46.1491664,14.9860106
Resolved,1180,Low,Chat,Purchasing and invoicing,1st line support,Nicola Wane,1/20/2023 8:49,1/21/2023 8:49,1/20/2023 8:51,51:33.7,Within SLA,32:34.3,Within SLA,,2,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1181,Low,Email,Training request,1st line support,Bernard Beckley,1/20/2023 11:54,1/22/2023 11:54,1/20/2023 12:54,07:47.0,Within SLA,37:40.2,Within SLA,21:17.6,9,2,Training and Consulting Services,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,1182,High,Chat,Feature request,1st line support,Kristos Westoll,1/21/2023 8:18,1/22/2023 8:18,1/21/2023 8:20,20:16.1,Within SLA,06:33.5,Within SLA,11:19.6,6,4,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Closed,1183,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,1/21/2023 7:43,1/23/2023 7:43,1/21/2023 8:43,49:29.1,Within SLA,04:08.2,Within SLA,32:44.7,4,5,Other,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1184,High,Chat,Pricing and licensing,1st line support,Connor Danielovitch,1/21/2023 17:21,1/22/2023 17:21,1/21/2023 17:23,22:51.4,Within SLA,28:05.2,SLA Violated,,2,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Resolved,1185,Low,Chat,Feature request,1st line support,Sheela Cutten,1/21/2023 11:45,1/22/2023 11:45,1/21/2023 11:47,49:42.7,SLA Violated,21:29.2,Within SLA,,6,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
Closed,1186,Medium,Email,Product setup,1st line support,Connor Danielovitch,1/21/2023 7:09,1/23/2023 7:09,1/21/2023 8:09,45:59.3,Within SLA,53:46.2,Within SLA,58:00.3,1,3,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141
In progress,1198,Medium,Email,Other,1st line support,Sheela Cutten,1/22/2023 8:50,1/24/2023 8:50,1/22/2023 9:50,34:55.1,Within SLA,,SLA Violated,,7,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1199,Low,Chat,Bug report,1st line support,Nicola Wane,1/22/2023 1:57,1/23/2023 1:57,1/22/2023 1:59,57:50.5,Within SLA,33:20.3,Within SLA,,3,,Training and Consulting Services,Tier 1,Czech Republic,49.8037633,15.4749126
Closed,1200,Medium,Email,Feature request,1st line support,Kristos Westoll,1/22/2023 6:50,1/24/2023 6:50,1/22/2023 7:50,08:42.8,Within SLA,52:38.0,Within SLA,12:17.7,1,1,Custom software development,Tier 1,Greece,39.368279,21.863141
Resolved,1201,High,Email,Training request,1st line support,Kristos Westoll,1/22/2023 23:42,1/24/2023 23:42,1/23/2023 0:42,06:47.9,Within SLA,24:55.6,Within SLA,,3,,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639
Resolved,1202,Low,Email,Feature request,1st line support,Kristos Westoll,1/22/2023 13:18,1/24/2023 13:18,1/22/2023 14:18,34:22.2,Within SLA,21:26.4,Within SLA,,1,,Other,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1203,Medium,Email,Bug report,1st line support,Bernard Beckley,1/22/2023 14:32,1/24/2023 14:32,1/22/2023 15:32,02:55.6,Within SLA,16:58.9,Within SLA,,5,,Custom software development,Tier 1,Poland,52.536273,19.050639
In progress,1204,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,1/23/2023 2:36,1/25/2023 2:36,1/23/2023 3:36,15:09.8,Within SLA,,SLA Violated,,9,,Other,Tier 1,Italy,43.036776,12.678565
Resolved,1205,Low,Chat,Product setup,2nd line support,Heather Urry,1/23/2023 4:12,1/24/2023 4:12,1/23/2023 4:14,14:33.6,Within SLA,43:55.6,Within SLA,,6,,Custom software development,Tier 2,Spain,39.67337,-4.767726
Closed,1206,Low,Chat,Product setup,1st line support,Kristos Westoll,1/23/2023 2:29,1/24/2023 2:29,1/23/2023 2:31,30:56.6,Within SLA,11:12.5,Within SLA,46:11.9,6,3,Custom software development,Tier 1,Germany,51.165691,10.451526
In progress,1207,Low,Email,Feature request,1st line support,Kristos Westoll,1/23/2023 20:37,1/25/2023 20:37,1/23/2023 21:37,15:21.6,Within SLA,,SLA Violated,,5,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Resolved,1208,Low,Email,Product setup,1st line support,Sheela Cutten,1/23/2023 16:44,1/25/2023 16:44,1/23/2023 17:44,36:58.5,SLA Violated,47:18.3,Within SLA,,2,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,1209,Medium,Chat,Feature request,1st line support,Sheela Cutten,1/23/2023 13:00,1/24/2023 13:00,1/23/2023 13:02,01:49.4,Within SLA,35:26.8,Within SLA,36:50.9,6,5,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,1210,Low,Email,Other,2nd line support,Michele Whyatt,1/23/2023 6:36,1/25/2023 6:36,1/23/2023 7:36,44:59.9,Within SLA,,SLA Violated,,10,,Custom software development,Tier 2,Germany,51.165691,10.451526
Closed,1211,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,1/24/2023 15:26,1/26/2023 15:26,1/24/2023 16:26,20:28.2,Within SLA,08:25.8,Within SLA,09:31.6,7,4,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1213,High,Email,Other,1st line support,Sheela Cutten,1/24/2023 11:08,1/26/2023 11:08,1/24/2023 12:08,02:51.5,Within SLA,16:23.5,Within SLA,58:30.2,3,5,Other,Tier 1,Poland,52.536273,19.050639
Closed,1214,Low,Chat,Other,1st line support,Sheela Cutten,1/24/2023 7:06,1/25/2023 7:06,1/24/2023 7:08,07:53.4,Within SLA,26:31.6,Within SLA,04:01.0,60,5,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1216,Medium,Email,Product setup,1st line support,Nicola Wane,1/24/2023 21:48,1/26/2023 21:48,1/24/2023 22:48,20:35.9,Within SLA,47:44.2,SLA Violated,,1,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
In progress,1217,High,Email,Other,2nd line support,Heather Urry,1/24/2023 16:15,1/26/2023 16:15,1/24/2023 17:15,41:24.3,Within SLA,,SLA Violated,,10,,Other,Tier 2,Republic of Ireland,53.094024,-8.019675
Resolved,1218,Low,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,1/24/2023 12:06,1/25/2023 12:06,1/24/2023 12:08,06:38.2,Within SLA,21:29.8,Within SLA,,6,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,1219,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,1/24/2023 17:44,1/26/2023 17:44,1/24/2023 18:44,24:02.4,Within SLA,26:42.9,Within SLA,,8,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Closed,1220,Low,Chat,Feature request,2nd line support,Heather Urry,1/25/2023 15:47,1/26/2023 15:47,1/25/2023 15:49,50:33.3,SLA Violated,23:13.0,Within SLA,08:36.1,4,3,Ready to use Software,Tier 2,Slovenia,46.1491664,14.9860106
Resolved,1221,Medium,Email,Bug report,2nd line support,Heather Urry,1/25/2023 15:29,1/27/2023 15:29,1/25/2023 16:29,19:34.9,SLA Violated,52:45.7,Within SLA,,1,,Custom software development,Tier 2,Greece,39.368279,21.863141
Closed,1222,Medium,Email,Product setup,1st line support,Nicola Wane,1/25/2023 9:37,1/27/2023 9:37,1/25/2023 10:37,50:47.1,Within SLA,23:30.6,Within SLA,13:57.9,1,3,Training and Consulting Services,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,1223,Medium,Email,Feature request,1st line support,Kristos Westoll,1/25/2023 22:34,1/27/2023 22:34,1/25/2023 23:34,43:08.2,Within SLA,09:09.3,Within SLA,,1,,Other,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1224,Medium,Email,Pricing and licensing,1st line support,Bernard Beckley,1/25/2023 8:08,1/27/2023 8:08,1/25/2023 9:08,57:55.0,Within SLA,08:32.8,Within SLA,24:02.8,1,4,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1225,High,Email,Pricing and licensing,1st line support,Connor Danielovitch,1/25/2023 6:10,1/27/2023 6:10,1/25/2023 7:10,44:02.9,Within SLA,27:22.7,Within SLA,,5,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,1226,Low,Phone,Feature request,1st line support,Sheela Cutten,1/25/2023 11:33,1/27/2023 11:33,1/25/2023 11:35,36:04.2,SLA Violated,,SLA Violated,,1,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Resolved,1227,Low,Chat,Product setup,1st line support,Sheela Cutten,1/26/2023 8:15,1/27/2023 8:15,1/26/2023 8:17,16:59.6,Within SLA,11:02.1,Within SLA,,7,,Custom software development,Tier 1,Poland,52.536273,19.050639
Closed,1228,Medium,Email,Product setup,1st line support,Kristos Westoll,1/26/2023 22:03,1/28/2023 22:03,1/26/2023 23:03,43:43.8,Within SLA,01:51.4,Within SLA,58:13.1,1,5,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1229,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,1/26/2023 20:20,1/28/2023 20:20,1/26/2023 21:20,19:17.5,Within SLA,25:16.4,Within SLA,,1,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,1230,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,1/26/2023 14:36,1/28/2023 14:36,1/26/2023 15:36,25:19.0,Within SLA,46:00.4,Within SLA,,10,,Training and Consulting Services,Tier 1,France,48.864716,2.349014
Closed,1231,Low,Email,Feature request,2nd line support,Heather Urry,1/26/2023 22:13,1/28/2023 22:13,1/26/2023 23:13,19:21.0,Within SLA,28:47.2,Within SLA,38:00.7,6,1,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Resolved,1232,Low,Chat,Product setup,1st line support,Nicola Wane,1/26/2023 16:23,1/27/2023 16:23,1/26/2023 16:25,24:37.0,Within SLA,11:54.0,Within SLA,,2,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,1233,High,Email,Purchasing and invoicing,2nd line support,Adolpho Messingham,1/26/2023 3:27,1/28/2023 3:27,1/26/2023 4:27,43:57.3,Within SLA,,SLA Violated,,1,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Closed,1234,High,Email,Product setup,1st line support,Connor Danielovitch,1/26/2023 23:23,1/28/2023 23:23,1/27/2023 0:23,47:55.6,Within SLA,30:36.1,Within SLA,48:24.6,8,3,Custom software development,Tier 1,Germany,51.165691,10.451526
In progress,1235,Medium,Phone,Bug report,1st line support,Nicola Wane,1/27/2023 16:27,1/29/2023 16:27,1/27/2023 16:29,28:57.4,Within SLA,,SLA Violated,,2,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1236,Medium,Phone,Pricing and licensing,1st line support,Nicola Wane,1/27/2023 2:57,1/29/2023 2:57,1/27/2023 2:59,31:18.2,SLA Violated,10:24.3,Within SLA,,4,,Ready to use Software,Tier 1,France,48.864716,2.349014
Closed,1237,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,1/27/2023 22:18,1/29/2023 22:18,1/27/2023 23:18,32:55.0,Within SLA,14:18.8,Within SLA,04:29.3,1,4,Other,Tier 1,United Kingdom,55.378052,-3.435973
Closed,1238,Low,Chat,Feature request,1st line support,Nicola Wane,1/27/2023 15:35,1/28/2023 15:35,1/27/2023 15:37,36:34.0,Within SLA,35:09.1,Within SLA,57:07.3,7,4,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Resolved,1239,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,1/27/2023 21:11,1/29/2023 21:11,1/27/2023 22:11,22:49.0,Within SLA,41:59.1,SLA Violated,,10,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,1240,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,1/27/2023 6:05,1/28/2023 6:05,1/27/2023 6:07,06:23.4,Within SLA,,SLA Violated,,6,,Custom software development,Tier 1,France,48.864716,2.349014
Resolved,1241,Medium,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,1/27/2023 1:00,1/28/2023 1:00,1/27/2023 1:02,02:04.7,Within SLA,38:39.6,Within SLA,,9,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Closed,1242,Medium,Phone,Pricing and licensing,2nd line support,Heather Urry,1/27/2023 10:22,1/29/2023 10:22,1/27/2023 10:24,22:54.8,Within SLA,43:17.6,Within SLA,22:05.8,1,2,Ready to use Software,Tier 2,Slovenia,46.1491664,14.9860106
Resolved,1243,Medium,Phone,Pricing and licensing,1st line support,Sheela Cutten,1/27/2023 20:50,1/29/2023 20:50,1/27/2023 20:52,50:56.9,Within SLA,02:39.8,Within SLA,,3,,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,1244,Low,Email,Product setup,1st line support,Nicola Wane,1/27/2023 8:33,1/29/2023 8:33,1/27/2023 9:33,47:05.1,Within SLA,02:59.9,Within SLA,,4,,Ready to use Software,Tier 1,France,48.864716,2.349014
